measurement,deployment_id,timestamp,sensors__Cond,sensors__DOpct,sensors__Sal,sensors__Temp,sensors__Turb,sensors__lat,sensors__lon,sensors__pH,description,time
Alan,17,2023-07-29T11:30:00+00:00,692.9,40.17,0.33,26.34,8.99,,,7.21,,622
Alan,17,2023-07-29T11:45:00+00:00,684.5,32.95,0.32,26.21,9.3,,,7.23,,623
Alan,17,2023-07-29T12:00:00+00:00,682.4,42.15,0.32,26.26,7.62,,,7.22,,624
Alan,17,2023-07-29T12:15:00+00:00,680.4,42.14,0.32,26.25,8.57,,,7.24,,625
Alan,17,2023-07-29T12:30:00+00:00,659.1,42.92,0.31,26.27,7.81,,,7.25,,626
Alan,17,2023-07-29T12:45:00+00:00,651.6,42.62,0.31,26.25,7.11,,,7.26,,627
Alan,17,2023-07-29T13:00:00+00:00,643.0,44.48,0.3,26.22,6.48,,,7.27,,628
Alan,17,2023-07-29T13:15:00+00:00,628.9,48.04,0.3,26.29,6.91,,,7.27,,629
Alan,17,2023-07-29T13:30:00+00:00,615.1,46.99,0.29,26.27,7.51,,,7.28,,630
Alan,17,2023-07-29T13:45:00+00:00,627.6,43.61,0.3,26.22,7.15,,,7.27,,631
Alan,17,2023-07-29T14:00:00+00:00,624.2,52.41,0.29,26.29,8.11,,,7.28,,632
Alan,17,2023-07-29T14:15:00+00:00,604.3,50.03,0.28,26.29,10.48,,,7.29,,633
Alan,17,2023-07-29T14:30:00+00:00,604.0,61.6,0.28,26.21,6.17,,,7.31,,634
Alan,17,2023-07-29T14:45:00+00:00,596.0,60.7,0.28,26.31,6.38,,,7.32,,635
Alan,17,2023-07-29T15:00:00+00:00,623.5,60.01,0.29,26.39,6.77,,,7.3,,636
Alan,17,2023-07-29T15:15:00+00:00,587.7,65.5,0.28,26.22,10.3,,,7.37,,637
Alan,17,2023-07-29T15:30:00+00:00,579.3,64.03,0.27,26.23,5.84,,,7.37,,638
Alan,17,2023-07-29T15:45:00+00:00,579.2,71.07,0.27,26.35,6.11,,,7.38,,639
Alan,17,2023-07-29T16:00:00+00:00,587.1,73.01,0.28,26.23,6.44,,,7.4,,640
Alan,17,2023-07-29T16:15:00+00:00,582.8,82.7,0.27,26.34,6.26,,,7.43,,641
Alan,17,2023-07-29T16:30:00+00:00,576.7,81.6,0.27,26.36,6.32,,,7.43,,642
Alan,17,2023-07-29T16:45:00+00:00,563.1,93.7,0.26,26.43,6.6,,,7.51,,643
Alan,17,2023-07-29T17:00:00+00:00,570.7,99.8,0.27,26.45,6.56,,,7.52,,644
Alan,17,2023-07-29T17:15:00+00:00,568.2,97.8,0.27,26.41,6.36,,,7.53,,645
Alan,17,2023-07-29T17:30:00+00:00,559.9,109.9,0.26,26.47,6.09,,,7.58,,646
Alan,17,2023-07-29T17:45:00+00:00,570.0,111.1,0.27,26.57,6.31,,,7.59,,647
Alan,17,2023-07-29T18:00:00+00:00,553.9,110.6,0.26,26.64,6.38,,,7.62,,648
Alan,17,2023-07-29T18:15:00+00:00,582.0,118.3,0.27,26.54,6.85,,,7.61,,649
Alan,17,2023-07-29T18:30:00+00:00,558.3,119.8,0.26,26.61,6.72,,,7.65,,650
Alan,17,2023-07-29T18:45:00+00:00,564.8,120.3,0.26,26.61,6.83,,,7.66,,651
Alan,17,2023-07-29T19:00:00+00:00,581.6,120.0,0.27,26.74,6.76,,,7.63,,652
Alan,17,2023-07-29T19:15:00+00:00,587.2,121.2,0.27,26.67,7.05,,,7.63,,653
Alan,17,2023-07-29T19:30:00+00:00,559.0,115.4,0.26,26.83,6.9,,,7.63,,654
Alan,17,2023-07-29T19:45:00+00:00,574.6,123.7,0.27,26.73,6.29,,,7.64,,655
Alan,17,2023-07-29T20:00:00+00:00,558.5,123.3,0.26,26.81,6.09,,,7.68,,656
Alan,17,2023-07-29T20:15:00+00:00,562.2,123.3,0.26,26.78,6.51,,,7.63,,657
Alan,17,2023-07-29T20:30:00+00:00,564.3,119.8,0.26,26.81,6.47,,,7.63,,658
Alan,17,2023-07-29T20:45:00+00:00,566.5,125.1,0.26,26.85,6.7,,,7.63,,659
Alan,17,2023-07-29T21:00:00+00:00,565.4,123.6,0.26,26.91,6.49,,,7.63,,660
Alan,17,2023-07-29T21:15:00+00:00,565.7,120.4,0.26,26.92,7.07,,,7.6,,661
Alan,17,2023-07-29T21:30:00+00:00,571.6,124.4,0.26,26.9,7.35,,,7.62,,662
Alan,17,2023-07-29T21:45:00+00:00,566.7,127.6,0.26,26.9,7.0,,,7.65,,663
Alan,17,2023-07-29T22:00:00+00:00,559.9,132.4,0.26,26.86,6.84,,,7.68,,664
Alan,17,2023-07-29T22:15:00+00:00,558.9,119.4,0.26,27.02,8.25,,,7.66,,665
Alan,17,2023-07-29T22:30:00+00:00,555.9,128.3,0.26,26.95,7.48,,,7.66,,666
Alan,17,2023-07-29T22:45:00+00:00,555.6,122.7,0.26,27.07,6.09,,,7.65,,667
