measurement,deployment_id,timestamp,sensors__Cond,sensors__DOpct,sensors__Sal,sensors__Temp,sensors__Turb,sensors__pH,description,time
Alan,17,2024-06-06T09:45:00+00:00,623.8,102.1,0.31,23.74,24.82,7.64,,327
Alan,17,2024-06-06T10:00:00+00:00,618.3,99.3,0.31,23.71,24.6,7.62,,328
Alan,17,2024-06-06T10:15:00+00:00,612.3,94.4,0.3,23.67,24.35,7.61,,329
Alan,17,2024-06-06T10:30:00+00:00,606.6,94.6,0.3,23.65,23.42,7.61,,330
Alan,17,2024-06-06T10:45:00+00:00,602.6,88.7,0.3,23.64,23.48,7.59,,331
Alan,17,2024-06-06T11:00:00+00:00,596.3,88.2,0.3,23.62,23.24,7.58,,332
Alan,17,2024-06-06T11:15:00+00:00,601.3,86.5,0.3,23.63,23.1,7.57,,333
Alan,17,2024-06-06T11:30:00+00:00,601.9,66.03,0.3,23.6,27.35,7.55,,334
Alan,17,2024-06-06T11:45:00+00:00,603.9,78.38,0.3,23.61,24.72,7.53,,335
Alan,17,2024-06-06T12:00:00+00:00,582.7,87.0,0.29,23.54,24.2,7.55,,336
Alan,17,2024-06-06T12:15:00+00:00,588.4,78.79,0.29,23.55,24.19,7.54,,337
Alan,17,2024-06-06T12:30:00+00:00,575.6,84.3,0.29,23.53,24.19,7.54,,338
Alan,17,2024-06-06T12:45:00+00:00,576.2,85.3,0.29,23.56,23.68,7.55,,339
Alan,17,2024-06-06T13:00:00+00:00,581.4,86.4,0.29,23.56,23.85,7.54,,340
Alan,17,2024-06-06T13:15:00+00:00,571.9,87.7,0.28,23.54,23.79,7.54,,341
Alan,17,2024-06-06T13:30:00+00:00,571.5,88.1,0.28,23.54,23.84,7.55,,342
Alan,17,2024-06-06T13:45:00+00:00,569.4,64.57,0.28,23.55,24.75,7.53,,343
Alan,17,2024-06-06T14:00:00+00:00,569.1,64.42,0.28,23.57,24.86,7.53,,344
Alan,17,2024-06-06T14:15:00+00:00,565.9,77.44,0.28,23.58,22.97,7.54,,345
Alan,17,2024-06-06T14:30:00+00:00,570.1,84.3,0.28,23.59,23.04,7.53,,346
Alan,17,2024-06-06T14:45:00+00:00,571.4,83.9,0.28,23.59,23.13,7.52,,347
Alan,17,2024-06-06T15:00:00+00:00,567.7,85.4,0.28,23.58,22.62,7.51,,348
Alan,17,2024-06-06T15:15:00+00:00,566.5,84.7,0.28,23.59,22.81,7.51,,349
Alan,17,2024-06-06T15:30:00+00:00,563.9,85.5,0.28,23.66,22.82,7.5,,350
Alan,17,2024-06-06T15:45:00+00:00,560.8,88.7,0.28,23.61,22.55,7.52,,351
Alan,17,2024-06-06T16:00:00+00:00,561.7,92.4,0.28,23.67,22.33,7.54,,352
Alan,17,2024-06-06T16:15:00+00:00,559.7,96.2,0.28,23.62,22.36,7.57,,353
Alan,17,2024-06-06T16:30:00+00:00,560.8,96.6,0.28,23.73,22.26,7.6,,354
Alan,17,2024-06-06T16:45:00+00:00,558.9,92.1,0.28,23.7,22.5,7.6,,355
Alan,17,2024-06-06T17:00:00+00:00,557.7,101.5,0.28,23.69,22.2,7.65,,356
Alan,17,2024-06-06T17:15:00+00:00,552.7,93.3,0.27,23.7,24.53,7.64,,357
Alan,17,2024-06-06T17:30:00+00:00,554.4,94.6,0.27,23.71,24.86,7.63,,358
Alan,17,2024-06-06T17:45:00+00:00,552.7,94.1,0.27,23.77,22.89,7.63,,359
Alan,17,2024-06-06T18:00:00+00:00,554.5,91.4,0.27,23.75,23.06,7.62,,360
Alan,17,2024-06-06T18:15:00+00:00,555.3,94.1,0.27,23.77,23.96,7.61,,361
Alan,17,2024-06-06T18:30:00+00:00,557.0,101.6,0.28,23.75,22.52,7.62,,362
Alan,17,2024-06-06T18:45:00+00:00,556.6,106.0,0.27,23.83,22.61,7.66,,363
Alan,17,2024-06-06T19:00:00+00:00,557.8,107.0,0.28,23.81,22.15,7.67,,364
Alan,17,2024-06-06T19:15:00+00:00,557.8,111.8,0.28,23.89,22.4,7.7,,365
Alan,17,2024-06-06T19:30:00+00:00,563.3,120.4,0.28,23.87,23.59,7.76,,366
Alan,17,2024-06-06T19:45:00+00:00,563.8,120.2,0.28,23.9,21.36,7.81,,367
Alan,17,2024-06-06T20:00:00+00:00,562.4,119.7,0.28,23.94,20.65,7.83,,368
Alan,17,2024-06-06T20:15:00+00:00,573.9,128.7,0.28,23.91,20.87,7.86,,369
Alan,17,2024-06-06T20:30:00+00:00,568.4,121.8,0.28,24.03,22.46,7.85,,370
Alan,17,2024-06-06T20:45:00+00:00,590.6,134.0,0.29,23.88,23.65,7.87,,371
Alan,17,2024-06-06T21:00:00+00:00,586.9,141.6,0.29,23.82,25.76,7.9,,372
Alan,17,2024-06-06T21:15:00+00:00,588.4,141.0,0.29,23.76,23.04,7.94,,373
Alan,17,2024-06-06T21:30:00+00:00,577.0,133.3,0.28,23.95,24.44,7.95,,374
Alan,17,2024-06-06T21:45:00+00:00,553.4,136.3,0.27,23.84,27.09,7.96,,375
Alan,17,2024-06-06T22:00:00+00:00,525.2,127.5,0.26,23.88,26.21,7.98,,376
Alan,17,2024-06-06T22:15:00+00:00,510.7,125.0,0.25,23.88,27.82,7.94,,377
Alan,17,2024-06-06T22:30:00+00:00,536.1,121.6,0.26,23.97,28.0,7.88,,378
Alan,17,2024-06-06T22:45:00+00:00,538.8,124.4,0.27,23.97,30.18,7.84,,379
Alan,17,2024-06-06T23:00:00+00:00,543.1,123.1,0.27,23.97,35.79,7.8,,380
Alan,17,2024-06-06T23:15:00+00:00,545.9,121.4,0.27,24.0,35.32,7.77,,381
Alan,17,2024-06-06T23:30:00+00:00,541.7,122.4,0.27,24.07,31.2,7.78,,382
Alan,17,2024-06-06T23:45:00+00:00,455.4,112.0,0.23,23.46,33.61,7.81,,383
Alan,17,2024-06-07T00:00:00+00:00,410.2,95.2,0.2,22.98,36.27,7.82,,384
Alan,17,2024-06-07T00:15:00+00:00,241.3,87.8,0.12,22.68,42.28,7.85,,385
Alan,17,2024-06-07T00:30:00+00:00,160.3,86.6,0.08,22.59,40.72,7.85,,386
Alan,17,2024-06-07T00:45:00+00:00,155.3,79.39,0.08,22.35,40.3,7.81,,387
Alan,17,2024-06-07T01:00:00+00:00,264.0,88.1,0.13,22.62,43.26,7.67,,388
Alan,17,2024-06-07T01:15:00+00:00,285.7,89.4,0.14,22.72,36.88,7.69,,389
Alan,17,2024-06-07T01:30:00+00:00,274.4,90.8,0.14,22.61,34.05,7.71,,390
Alan,17,2024-06-07T01:45:00+00:00,294.3,92.7,0.15,22.59,36.16,7.72,,391
Alan,17,2024-06-07T02:00:00+00:00,272.4,89.5,0.14,22.53,35.98,7.74,,392
Alan,17,2024-06-07T02:15:00+00:00,295.2,87.2,0.15,22.54,36.35,7.71,,393
Alan,17,2024-06-07T02:30:00+00:00,318.1,89.3,0.16,22.59,35.16,7.71,,394
Alan,17,2024-06-07T02:45:00+00:00,330.6,89.9,0.16,22.69,34.62,7.72,,395
Alan,17,2024-06-07T03:00:00+00:00,288.0,84.2,0.14,22.6,34.82,7.73,,396
Alan,17,2024-06-07T03:15:00+00:00,351.9,88.0,0.18,22.83,42.95,7.71,,397
Alan,17,2024-06-07T03:30:00+00:00,362.9,88.6,0.18,22.98,40.77,7.67,,398
Alan,17,2024-06-07T03:45:00+00:00,350.0,84.3,0.17,22.97,40.09,7.69,,399
Alan,17,2024-06-07T04:00:00+00:00,344.9,80.1,0.17,22.99,37.97,7.67,,400
Alan,17,2024-06-07T04:15:00+00:00,396.8,90.8,0.2,23.09,38.3,7.67,,401
Alan,17,2024-06-07T04:30:00+00:00,412.0,91.1,0.2,23.15,34.54,7.69,,402
Alan,17,2024-06-07T04:45:00+00:00,407.5,90.1,0.2,23.2,34.41,7.71,,403
Alan,17,2024-06-07T05:00:00+00:00,349.6,79.45,0.17,23.09,34.52,7.7,,404
Alan,17,2024-06-07T05:15:00+00:00,393.4,82.9,0.2,23.16,33.77,7.65,,405
Alan,17,2024-06-07T05:30:00+00:00,409.9,84.5,0.2,23.22,32.99,7.63,,406
Alan,17,2024-06-07T05:45:00+00:00,399.9,81.7,0.2,23.12,32.67,7.61,,407
Alan,17,2024-06-07T06:00:00+00:00,401.2,82.5,0.2,23.26,30.21,7.62,,408
Alan,17,2024-06-07T06:15:00+00:00,396.2,81.6,0.2,23.23,29.56,7.63,,409
Alan,17,2024-06-07T06:30:00+00:00,397.0,83.0,0.2,23.26,30.04,7.63,,410
Alan,17,2024-06-07T06:45:00+00:00,404.2,82.5,0.2,23.21,29.14,7.64,,411
Alan,17,2024-06-07T07:00:00+00:00,412.4,82.8,0.2,23.28,28.24,7.64,,412
Alan,17,2024-06-07T07:15:00+00:00,417.6,82.7,0.21,23.32,27.5,7.64,,413
Alan,17,2024-06-07T07:30:00+00:00,432.1,84.7,0.21,23.34,27.68,7.66,,414
Alan,17,2024-06-07T07:45:00+00:00,448.4,84.1,0.22,23.39,26.84,7.68,,415
Alan,17,2024-06-07T08:00:00+00:00,452.5,81.7,0.22,23.33,32.95,7.7,,416
Alan,17,2024-06-07T08:15:00+00:00,452.0,80.4,0.22,23.33,30.93,7.7,,417
Alan,17,2024-06-07T08:30:00+00:00,457.4,76.18,0.23,23.37,25.72,7.71,,418
Alan,17,2024-06-07T08:45:00+00:00,453.3,65.99,0.22,23.33,25.74,7.71,,419
Alan,17,2024-06-07T09:00:00+00:00,464.0,76.23,0.23,23.34,25.81,7.72,,420
Alan,17,2024-06-07T09:15:00+00:00,467.2,83.0,0.23,23.28,25.9,7.75,,421
Alan,17,2024-06-07T09:30:00+00:00,468.5,83.6,0.23,23.28,25.81,7.77,,422
Alan,17,2024-06-07T09:45:00+00:00,467.2,78.04,0.23,23.25,27.55,7.79,,423
Alan,17,2024-06-07T10:00:00+00:00,461.0,66.62,0.23,23.2,27.36,7.79,,424
Alan,17,2024-06-07T10:15:00+00:00,467.1,77.81,0.23,23.16,27.29,7.79,,425
Alan,17,2024-06-07T10:30:00+00:00,466.9,64.52,0.23,23.14,26.49,7.8,,426
Alan,17,2024-06-07T10:45:00+00:00,462.9,69.14,0.23,23.1,26.07,7.8,,427
Alan,17,2024-06-07T11:00:00+00:00,463.9,21.21,0.23,23.11,28.9,7.79,,428
Alan,17,2024-06-07T11:15:00+00:00,461.3,31.3,0.23,23.07,31.97,7.77,,429
Alan,17,2024-06-07T11:30:00+00:00,456.5,33.5,0.23,23.0,30.71,7.75,,430
Alan,17,2024-06-07T11:45:00+00:00,447.0,37.38,0.22,23.02,34.09,7.72,,431
Alan,17,2024-06-07T12:00:00+00:00,446.3,44.19,0.22,23.04,32.92,7.66,,432
Alan,17,2024-06-07T12:15:00+00:00,455.0,56.91,0.23,23.06,31.09,7.64,,433
Alan,17,2024-06-07T12:30:00+00:00,454.8,60.26,0.23,23.09,29.46,7.66,,434
Alan,17,2024-06-07T12:45:00+00:00,454.0,73.09,0.23,23.07,29.38,7.68,,435
Alan,17,2024-06-07T13:00:00+00:00,447.5,74.24,0.22,23.04,29.39,7.68,,436
Alan,17,2024-06-07T13:15:00+00:00,445.3,73.72,0.22,23.07,28.7,7.67,,437
Alan,17,2024-06-07T13:30:00+00:00,453.6,79.5,0.23,23.08,45.6,7.68,,438
Alan,17,2024-06-07T13:45:00+00:00,455.2,77.11,0.23,23.1,23.09,7.7,,439
Alan,17,2024-06-07T14:00:00+00:00,457.2,81.4,0.23,23.11,22.18,7.72,,440
Alan,17,2024-06-07T14:15:00+00:00,457.0,83.2,0.23,23.18,22.14,7.74,,441
Alan,17,2024-06-07T14:30:00+00:00,456.9,84.1,0.23,23.25,21.85,7.76,,442
Alan,17,2024-06-07T14:45:00+00:00,457.9,84.8,0.23,23.24,21.58,7.78,,443
Alan,17,2024-06-07T15:00:00+00:00,456.5,80.7,0.23,23.28,21.71,7.8,,444
Alan,17,2024-06-07T15:15:00+00:00,459.3,86.1,0.23,23.29,21.74,7.8,,445
Alan,17,2024-06-07T15:30:00+00:00,458.6,87.0,0.23,23.36,21.29,7.82,,446
Alan,17,2024-06-07T15:45:00+00:00,456.5,88.3,0.23,23.36,189.0,7.83,,447
Alan,17,2024-06-07T16:00:00+00:00,461.2,92.9,0.23,23.42,21.27,7.85,,448
Alan,17,2024-06-07T16:15:00+00:00,443.0,88.3,0.22,23.34,21.09,7.85,,449
Alan,17,2024-06-07T16:30:00+00:00,436.2,81.8,0.22,23.52,20.68,7.81,,450
Alan,17,2024-06-07T16:45:00+00:00,435.5,82.6,0.21,23.62,34.8,7.78,,451
Alan,17,2024-06-07T17:00:00+00:00,441.1,81.5,0.22,23.61,21.68,7.76,,452
Alan,17,2024-06-07T17:15:00+00:00,440.1,86.0,0.22,23.59,21.51,7.76,,453
Alan,17,2024-06-07T17:30:00+00:00,441.7,87.9,0.22,23.75,21.81,7.73,,454
Alan,17,2024-06-07T17:45:00+00:00,455.0,93.5,0.22,23.79,32.51,7.73,,455
Alan,17,2024-06-07T18:00:00+00:00,457.4,99.5,0.22,23.91,21.3,7.75,,456
Alan,17,2024-06-07T18:15:00+00:00,454.5,98.3,0.22,23.93,21.25,7.77,,457
Alan,17,2024-06-07T18:30:00+00:00,460.6,102.8,0.23,23.89,20.92,7.78,,458
Alan,17,2024-06-07T18:45:00+00:00,454.1,102.6,0.22,23.96,21.11,7.8,,459
Alan,17,2024-06-07T19:00:00+00:00,463.0,105.6,0.23,23.93,22.11,7.8,,460
Alan,17,2024-06-07T19:15:00+00:00,457.2,108.9,0.22,24.03,20.72,7.81,,461
Alan,17,2024-06-07T19:30:00+00:00,457.8,106.6,0.22,24.01,21.12,7.82,,462
Alan,17,2024-06-07T19:45:00+00:00,462.2,108.2,0.23,24.23,20.53,7.84,,463
Alan,17,2024-06-07T20:00:00+00:00,462.1,108.7,0.23,24.06,21.58,7.85,,464
Alan,17,2024-06-07T20:15:00+00:00,460.3,108.6,0.22,24.09,19.7,7.85,,465
Alan,17,2024-06-07T20:30:00+00:00,466.1,113.2,0.23,24.12,20.81,7.87,,466
Alan,17,2024-06-07T20:45:00+00:00,468.2,114.2,0.23,24.14,20.62,7.88,,467
Alan,17,2024-06-07T21:00:00+00:00,466.8,115.2,0.23,24.22,20.65,7.91,,468
Alan,17,2024-06-07T21:15:00+00:00,465.8,115.5,0.23,24.29,20.71,7.92,,469
Alan,17,2024-06-07T21:30:00+00:00,481.1,117.3,0.23,24.27,21.17,7.92,,470
Alan,17,2024-06-07T21:45:00+00:00,534.4,125.1,0.26,24.34,20.57,7.88,,471
Alan,17,2024-06-07T22:00:00+00:00,556.0,140.4,0.27,24.39,20.39,7.85,,472
Alan,17,2024-06-07T22:15:00+00:00,567.0,138.5,0.28,24.47,20.41,7.84,,473
Alan,17,2024-06-07T22:30:00+00:00,473.1,131.9,0.23,24.48,20.78,7.87,,474
Alan,17,2024-06-07T22:45:00+00:00,502.9,129.6,0.25,24.17,20.6,7.86,,475
