measurement,deployment_id,timestamp,sensors__Cond,sensors__DOpct,sensors__Sal,sensors__Temp,sensors__Turb,sensors__pH,time
Ada,16,2024-06-14T21:45:00+00:00,571.9,143.1,0.29,22.83,7.88,8.23,408
Ada,16,2024-06-14T22:00:00+00:00,568.7,150.1,0.29,22.89,7.31,8.23,409
Ada,16,2024-06-14T22:15:00+00:00,571.1,147.3,0.29,22.86,7.39,8.29,410
Ada,16,2024-06-14T22:30:00+00:00,570.9,146.6,0.29,22.82,7.5,8.24,411
Ada,16,2024-06-14T22:45:00+00:00,571.9,141.2,0.29,22.78,7.6,8.17,412
Ada,16,2024-06-14T23:00:00+00:00,572.7,142.5,0.29,22.78,7.14,8.16,413
Ada,16,2024-06-14T23:15:00+00:00,567.4,149.5,0.29,22.96,8.13,8.41,414
Ada,16,2024-06-14T23:30:00+00:00,536.8,144.6,0.27,22.91,11.0,8.54,415
Ada,16,2024-06-14T23:45:00+00:00,548.8,145.0,0.28,22.82,13.91,8.34,416
Ada,16,2024-06-15T00:00:00+00:00,570.9,151.7,0.29,22.67,9.37,8.4,417
Ada,16,2024-06-15T00:15:00+00:00,577.4,155.0,0.29,22.8,9.03,8.32,418
Ada,16,2024-06-15T00:30:00+00:00,578.3,154.0,0.29,22.84,7.61,8.37,419
Ada,16,2024-06-15T00:45:00+00:00,505.0,132.4,0.25,22.82,10.7,8.26,420
Ada,16,2024-06-15T01:00:00+00:00,555.0,150.5,0.28,22.8,8.46,8.27,421
Ada,16,2024-06-15T01:15:00+00:00,555.6,152.3,0.28,22.73,9.48,8.26,422
Ada,16,2024-06-15T01:30:00+00:00,569.5,146.5,0.29,22.59,8.2,8.25,423
Ada,16,2024-06-15T01:45:00+00:00,531.7,145.7,0.27,22.63,12.31,8.2,424
Ada,16,2024-06-15T02:00:00+00:00,558.4,129.4,0.28,22.55,11.25,8.16,425
Ada,16,2024-06-15T02:15:00+00:00,572.7,135.5,0.29,22.57,9.46,8.1,426
Ada,16,2024-06-15T02:30:00+00:00,578.3,138.2,0.29,22.57,12.13,8.08,427
Ada,16,2024-06-15T02:45:00+00:00,577.9,143.7,0.29,22.51,9.56,8.06,428
Ada,16,2024-06-15T03:00:00+00:00,578.6,140.0,0.29,22.52,9.65,8.07,429
Ada,16,2024-06-15T03:15:00+00:00,580.3,134.4,0.3,22.45,9.28,8.01,430
Ada,16,2024-06-15T03:30:00+00:00,564.2,127.3,0.29,22.43,12.79,7.97,431
Ada,16,2024-06-15T03:45:00+00:00,577.5,126.9,0.29,22.44,10.24,7.92,432
Ada,16,2024-06-15T04:00:00+00:00,576.7,121.2,0.29,22.43,10.65,7.91,433
Ada,16,2024-06-15T04:15:00+00:00,579.3,122.1,0.3,22.43,11.22,7.89,434
Ada,16,2024-06-15T04:30:00+00:00,576.0,133.1,0.29,22.46,11.73,7.9,435
Ada,16,2024-06-15T04:45:00+00:00,578.9,133.6,0.29,22.5,11.37,7.93,436
Ada,16,2024-06-15T05:00:00+00:00,581.2,121.9,0.3,22.42,10.0,7.87,437
Ada,16,2024-06-15T05:15:00+00:00,581.1,127.2,0.3,22.45,10.79,7.85,438
Ada,16,2024-06-15T05:30:00+00:00,583.0,123.8,0.3,22.42,10.29,7.83,439
Ada,16,2024-06-15T05:45:00+00:00,578.2,116.7,0.29,22.4,10.99,7.8,440
Ada,16,2024-06-15T06:00:00+00:00,584.5,113.5,0.3,22.33,11.01,7.75,441
Ada,16,2024-06-15T06:15:00+00:00,578.8,114.6,0.3,22.34,10.67,7.76,442
Ada,16,2024-06-15T06:30:00+00:00,581.9,108.8,0.3,22.33,12.54,7.75,443
Ada,16,2024-06-15T06:45:00+00:00,572.8,108.1,0.29,22.37,12.09,7.71,444
Ada,16,2024-06-15T07:00:00+00:00,565.9,99.7,0.29,22.32,68.34,7.69,445
Ada,16,2024-06-15T07:15:00+00:00,538.9,99.9,0.27,22.33,13.79,7.66,446
Ada,16,2024-06-15T07:30:00+00:00,572.2,92.4,0.29,22.32,11.16,7.63,447
Ada,16,2024-06-15T07:45:00+00:00,580.1,105.9,0.3,22.3,10.74,7.66,448
Ada,16,2024-06-15T08:00:00+00:00,574.1,97.4,0.29,22.36,11.3,7.63,449
Ada,16,2024-06-15T08:15:00+00:00,521.0,95.0,0.27,22.27,14.47,7.63,450
Ada,16,2024-06-15T08:30:00+00:00,558.9,86.8,0.29,22.28,12.84,7.61,451
Ada,16,2024-06-15T08:45:00+00:00,509.3,85.0,0.26,22.21,16.47,7.6,452
Ada,16,2024-06-15T09:00:00+00:00,540.9,80.9,0.28,22.22,13.24,7.56,453
Ada,16,2024-06-15T09:15:00+00:00,540.9,80.9,0.28,22.23,14.44,7.55,454
Ada,16,2024-06-15T09:30:00+00:00,562.8,74.36,0.29,22.26,11.56,7.52,455
Ada,16,2024-06-15T09:45:00+00:00,568.8,72.78,0.29,22.28,10.49,7.51,456
Ada,16,2024-06-15T10:00:00+00:00,559.5,77.02,0.29,22.28,10.52,7.51,457
Ada,16,2024-06-15T10:15:00+00:00,574.5,79.03,0.29,22.35,10.64,7.5,458
Ada,16,2024-06-15T10:30:00+00:00,576.6,77.59,0.3,22.22,10.93,7.51,459
Ada,16,2024-06-15T10:45:00+00:00,574.6,67.31,0.29,22.21,9.67,7.5,460
Ada,16,2024-06-15T11:00:00+00:00,541.1,77.78,0.28,22.21,11.54,7.5,461
Ada,16,2024-06-15T11:15:00+00:00,525.7,80.7,0.27,22.14,11.79,7.55,462
Ada,16,2024-06-15T11:30:00+00:00,450.9,74.03,0.23,22.02,10.84,7.57,463
Ada,16,2024-06-15T11:45:00+00:00,490.7,71.62,0.25,22.05,11.86,7.56,464
Ada,16,2024-06-15T12:00:00+00:00,451.6,59.37,0.23,21.99,12.1,7.51,465
Ada,16,2024-06-15T12:15:00+00:00,435.9,70.52,0.22,21.93,11.74,7.56,466
Ada,16,2024-06-15T12:30:00+00:00,436.2,71.07,0.22,21.9,11.15,7.58,467
Ada,16,2024-06-15T12:45:00+00:00,434.5,69.31,0.22,21.86,11.3,7.57,468
Ada,16,2024-06-15T13:00:00+00:00,427.2,84.9,0.22,21.88,12.25,7.62,469
Ada,16,2024-06-15T13:15:00+00:00,415.4,95.7,0.21,21.95,14.12,7.77,470
Ada,16,2024-06-15T13:30:00+00:00,420.5,90.7,0.21,21.94,14.06,7.79,471
Ada,16,2024-06-15T13:45:00+00:00,460.7,81.1,0.24,21.91,13.37,7.71,472
Ada,16,2024-06-15T14:00:00+00:00,453.0,67.25,0.23,21.95,13.23,7.63,473
Ada,16,2024-06-15T14:15:00+00:00,481.3,90.8,0.25,21.96,11.19,7.65,474
Ada,16,2024-06-15T14:30:00+00:00,443.4,76.72,0.23,21.98,12.04,7.74,475
Ada,16,2024-06-15T14:45:00+00:00,444.5,79.09,0.23,22.23,11.9,7.71,476
Ada,16,2024-06-15T15:00:00+00:00,453.9,67.19,0.23,21.97,11.26,7.66,477
Ada,16,2024-06-15T15:15:00+00:00,471.1,52.23,0.24,21.87,11.17,7.53,478
Ada,16,2024-06-15T15:30:00+00:00,430.5,56.4,0.22,21.87,11.49,7.46,479
Ada,16,2024-06-15T15:45:00+00:00,436.9,60.84,0.22,21.87,11.85,7.48,480
Ada,16,2024-06-15T16:00:00+00:00,427.2,65.14,0.22,21.89,12.22,7.52,481
Ada,16,2024-06-15T16:15:00+00:00,462.0,65.63,0.24,21.93,11.64,7.48,482
Ada,16,2024-06-15T16:30:00+00:00,457.3,65.2,0.23,21.91,12.28,7.49,483
Ada,16,2024-06-15T16:45:00+00:00,449.3,73.15,0.23,22.02,15.51,7.53,484
Ada,16,2024-06-15T17:00:00+00:00,470.1,74.86,0.24,22.24,11.94,7.53,485
Ada,16,2024-06-15T17:15:00+00:00,485.0,68.08,0.25,21.99,14.65,7.56,486
Ada,16,2024-06-15T17:30:00+00:00,481.3,75.57,0.25,22.04,13.79,7.56,487
Ada,16,2024-06-15T17:45:00+00:00,432.3,88.8,0.22,22.11,15.15,7.64,488
Ada,16,2024-06-15T18:00:00+00:00,482.1,85.1,0.25,22.05,13.82,7.67,489
Ada,16,2024-06-15T18:15:00+00:00,446.3,99.3,0.23,22.13,15.69,7.74,490
Ada,16,2024-06-15T18:30:00+00:00,471.9,95.3,0.24,22.18,14.66,7.74,491
Ada,16,2024-06-15T18:45:00+00:00,457.0,113.5,0.23,22.21,15.3,7.81,492
Ada,16,2024-06-15T19:00:00+00:00,458.5,94.6,0.23,22.23,14.8,7.81,493
Ada,16,2024-06-15T19:15:00+00:00,452.0,92.3,0.23,22.19,13.66,7.78,494
Ada,16,2024-06-15T19:30:00+00:00,458.1,97.5,0.23,22.22,14.45,7.82,495
Ada,16,2024-06-15T19:45:00+00:00,447.4,114.4,0.23,22.21,15.41,7.74,496
Ada,16,2024-06-15T20:00:00+00:00,453.3,99.6,0.23,22.45,14.77,7.77,497
Ada,16,2024-06-15T20:15:00+00:00,454.0,104.0,0.23,22.3,15.1,7.77,498
Ada,16,2024-06-15T20:30:00+00:00,459.3,119.0,0.23,22.4,14.31,7.88,499
Ada,16,2024-06-15T20:45:00+00:00,438.1,126.9,0.22,22.41,15.64,7.95,500
Ada,16,2024-06-15T21:00:00+00:00,456.8,61.76,0.23,22.34,15.53,8.12,501
Ada,16,2024-06-15T21:15:00+00:00,402.1,92.5,0.2,22.44,17.19,8.05,502
Ada,16,2024-06-15T21:30:00+00:00,455.5,115.0,0.23,22.44,14.68,8.09,503
Ada,16,2024-06-15T21:45:00+00:00,464.9,122.4,0.24,22.48,15.14,8.09,504
Ada,16,2024-06-15T22:00:00+00:00,451.1,136.3,0.23,22.42,15.25,8.17,505
Ada,16,2024-06-15T22:15:00+00:00,462.4,127.1,0.23,22.38,15.1,8.11,506
Ada,16,2024-06-15T22:30:00+00:00,480.0,139.7,0.24,22.41,14.58,8.14,507
Ada,16,2024-06-15T22:45:00+00:00,466.5,137.4,0.24,22.45,14.69,8.26,508
Ada,16,2024-06-15T23:00:00+00:00,468.7,137.5,0.24,22.5,14.98,8.2,509
Ada,16,2024-06-15T23:15:00+00:00,464.2,145.6,0.23,22.51,15.04,8.25,510
Ada,16,2024-06-15T23:30:00+00:00,473.9,140.6,0.24,22.48,15.13,8.17,511
Ada,16,2024-06-15T23:45:00+00:00,488.5,129.7,0.25,22.41,14.65,8.12,512
Ada,16,2024-06-16T00:00:00+00:00,468.3,129.5,0.24,22.46,15.89,8.02,513
Ada,16,2024-06-16T00:15:00+00:00,497.3,134.7,0.25,22.49,15.82,8.09,514
Ada,16,2024-06-16T00:30:00+00:00,468.9,151.9,0.24,22.56,15.92,8.17,515
Ada,16,2024-06-16T00:45:00+00:00,506.5,147.0,0.26,22.62,17.44,8.3,516
Ada,16,2024-06-16T01:00:00+00:00,484.4,137.6,0.25,22.51,16.38,8.18,517
Ada,16,2024-06-16T01:15:00+00:00,496.2,133.6,0.25,22.52,18.06,8.06,518
Ada,16,2024-06-16T01:30:00+00:00,476.2,125.4,0.24,22.46,16.89,7.92,519
Ada,16,2024-06-16T01:45:00+00:00,512.3,121.7,0.26,22.56,17.09,7.81,520
Ada,16,2024-06-16T02:00:00+00:00,520.6,125.6,0.26,22.56,18.54,7.75,521
Ada,16,2024-06-16T02:15:00+00:00,515.3,125.2,0.26,22.52,14.6,7.77,522
Ada,16,2024-06-16T02:30:00+00:00,517.2,118.3,0.26,22.52,14.05,7.73,523
Ada,16,2024-06-16T02:45:00+00:00,503.7,120.7,0.26,22.51,14.94,7.74,524
Ada,16,2024-06-16T03:00:00+00:00,483.7,119.0,0.24,22.48,14.61,7.73,525
Ada,16,2024-06-16T03:15:00+00:00,484.1,110.2,0.25,22.46,15.32,7.72,526
Ada,16,2024-06-16T03:30:00+00:00,473.3,97.5,0.24,22.42,16.1,7.68,527
Ada,16,2024-06-16T03:45:00+00:00,439.4,112.3,0.22,22.39,16.25,7.73,528
Ada,16,2024-06-16T04:00:00+00:00,441.2,93.8,0.22,22.37,15.58,7.71,529
Ada,16,2024-06-16T04:15:00+00:00,444.1,87.0,0.22,22.38,16.51,7.65,530
Ada,16,2024-06-16T04:30:00+00:00,440.9,107.0,0.22,22.38,15.95,7.69,531
Ada,16,2024-06-16T04:45:00+00:00,449.0,105.5,0.23,22.39,17.04,7.74,532
Ada,16,2024-06-16T05:00:00+00:00,445.7,101.7,0.23,22.4,17.32,7.68,533
Ada,16,2024-06-16T05:15:00+00:00,452.0,100.1,0.23,22.39,345.1,7.66,534
Ada,16,2024-06-16T05:30:00+00:00,469.3,105.5,0.24,22.46,14.86,7.66,535
Ada,16,2024-06-16T05:45:00+00:00,459.6,100.9,0.23,22.49,13.81,7.64,536
Ada,16,2024-06-16T06:00:00+00:00,476.2,101.5,0.24,22.44,13.79,7.63,537
Ada,16,2024-06-16T06:15:00+00:00,479.9,105.3,0.24,22.45,13.42,7.69,538
Ada,16,2024-06-16T06:30:00+00:00,477.9,101.2,0.24,22.45,13.44,7.67,539
Ada,16,2024-06-16T06:45:00+00:00,486.3,99.3,0.25,22.5,14.52,7.61,540
Ada,16,2024-06-16T07:00:00+00:00,465.6,103.6,0.24,22.47,14.44,7.64,541
Ada,16,2024-06-16T07:15:00+00:00,482.0,99.3,0.24,22.44,14.81,7.61,542
Ada,16,2024-06-16T07:30:00+00:00,482.0,97.7,0.24,22.48,14.79,7.61,543
Ada,16,2024-06-16T07:45:00+00:00,487.1,96.3,0.25,22.45,13.94,7.59,544
Ada,16,2024-06-16T08:00:00+00:00,493.0,97.6,0.25,22.45,13.27,7.6,545
Ada,16,2024-06-16T08:15:00+00:00,487.1,96.1,0.25,22.5,14.29,7.6,546
Ada,16,2024-06-16T08:30:00+00:00,492.0,100.8,0.25,22.47,14.13,7.57,547
Ada,16,2024-06-16T08:45:00+00:00,474.2,100.5,0.24,22.48,13.08,7.65,548
Ada,16,2024-06-16T09:00:00+00:00,488.0,97.3,0.25,22.45,13.76,7.58,549
Ada,16,2024-06-16T09:15:00+00:00,485.6,95.6,0.25,22.45,16.96,7.56,550
Ada,16,2024-06-16T09:30:00+00:00,488.5,97.0,0.25,22.49,13.12,7.62,551
Ada,16,2024-06-16T09:45:00+00:00,490.6,94.1,0.25,22.42,13.36,7.61,552
Ada,16,2024-06-16T10:00:00+00:00,485.9,94.2,0.25,22.43,13.2,7.61,553
Ada,16,2024-06-16T10:15:00+00:00,483.8,90.9,0.25,22.42,12.97,7.58,554
Ada,16,2024-06-16T10:30:00+00:00,483.6,82.4,0.25,22.39,13.13,7.56,555
Ada,16,2024-06-16T10:45:00+00:00,454.8,73.72,0.23,22.38,11.56,7.53,556
Ada,16,2024-06-16T11:00:00+00:00,462.2,60.78,0.23,22.36,11.51,7.5,557
Ada,16,2024-06-16T11:15:00+00:00,455.7,59.49,0.23,22.38,11.53,7.48,558
Ada,16,2024-06-16T11:30:00+00:00,439.0,68.19,0.22,22.39,12.42,7.52,559
Ada,16,2024-06-16T11:45:00+00:00,462.0,61.31,0.23,22.35,13.3,7.52,560
Ada,16,2024-06-16T12:00:00+00:00,451.2,62.43,0.23,22.25,11.51,7.52,561
Ada,16,2024-06-16T12:15:00+00:00,442.8,58.22,0.22,22.25,12.61,7.52,562
Ada,16,2024-06-16T12:30:00+00:00,446.2,84.3,0.23,22.26,13.27,7.6,563
Ada,16,2024-06-16T12:45:00+00:00,454.5,87.6,0.23,22.15,12.73,7.77,564
Ada,16,2024-06-16T13:00:00+00:00,438.2,91.3,0.22,22.17,13.25,7.82,565
Ada,16,2024-06-16T13:15:00+00:00,436.4,87.5,0.22,22.14,12.61,7.84,566
Ada,16,2024-06-16T13:30:00+00:00,440.8,81.5,0.22,22.07,13.19,7.76,567
Ada,16,2024-06-16T13:45:00+00:00,447.8,69.42,0.23,22.08,12.63,7.75,568
Ada,16,2024-06-16T14:00:00+00:00,452.9,74.48,0.23,22.06,12.42,7.59,569
Ada,16,2024-06-16T14:15:00+00:00,449.7,81.6,0.23,22.12,12.53,7.68,570
Ada,16,2024-06-16T14:30:00+00:00,476.6,80.1,0.24,22.08,11.84,7.65,571
Ada,16,2024-06-16T14:45:00+00:00,474.2,81.9,0.24,22.27,11.56,7.56,572
Ada,16,2024-06-16T15:00:00+00:00,473.5,75.64,0.24,22.14,11.4,7.55,573
Ada,16,2024-06-16T15:15:00+00:00,471.1,82.3,0.24,22.17,12.27,7.61,574
Ada,16,2024-06-16T15:30:00+00:00,484.3,75.81,0.25,22.12,12.15,7.57,575
Ada,16,2024-06-16T15:45:00+00:00,485.4,80.3,0.25,22.15,12.55,7.56,576
Ada,16,2024-06-16T16:00:00+00:00,464.8,81.7,0.24,22.12,12.26,7.62,577
Ada,16,2024-06-16T16:15:00+00:00,452.6,96.2,0.23,22.14,12.0,7.72,578
Ada,16,2024-06-16T16:30:00+00:00,448.6,94.6,0.23,22.21,11.64,7.78,579
Ada,16,2024-06-16T16:45:00+00:00,459.2,98.4,0.23,22.24,12.1,7.77,580
Ada,16,2024-06-16T17:00:00+00:00,468.8,97.0,0.24,22.28,12.39,7.8,581
Ada,16,2024-06-16T17:15:00+00:00,461.3,100.2,0.23,22.39,11.99,7.81,582
Ada,16,2024-06-16T17:30:00+00:00,472.4,97.7,0.24,22.29,12.54,7.75,583
Ada,16,2024-06-16T17:45:00+00:00,451.6,105.1,0.23,22.38,11.5,7.89,584
Ada,16,2024-06-16T18:00:00+00:00,461.6,100.0,0.23,22.32,12.39,7.87,585
Ada,16,2024-06-16T18:15:00+00:00,462.0,109.4,0.23,22.6,12.11,7.87,586
Ada,16,2024-06-16T18:30:00+00:00,467.3,102.3,0.24,22.49,12.62,7.87,587
Ada,16,2024-06-16T18:45:00+00:00,457.7,112.8,0.23,22.53,13.61,7.96,588
Ada,16,2024-06-16T19:00:00+00:00,473.8,106.0,0.24,22.52,13.23,7.95,589
Ada,16,2024-06-16T19:15:00+00:00,473.9,104.9,0.24,22.51,13.02,7.93,590
Ada,16,2024-06-16T19:30:00+00:00,459.3,108.4,0.23,22.66,12.79,7.94,591
Ada,16,2024-06-16T19:45:00+00:00,493.5,108.6,0.25,22.62,12.53,7.92,592
Ada,16,2024-06-16T20:00:00+00:00,480.4,103.9,0.24,22.74,12.25,7.9,593
Ada,16,2024-06-16T20:15:00+00:00,481.5,108.6,0.24,22.79,13.6,7.9,594
Ada,16,2024-06-16T20:30:00+00:00,466.9,112.3,0.23,22.83,13.03,7.96,595
Ada,16,2024-06-16T20:45:00+00:00,474.9,111.5,0.24,22.72,13.32,7.93,596
Ada,16,2024-06-16T21:00:00+00:00,474.9,108.7,0.24,22.73,13.07,7.92,597
Ada,16,2024-06-16T21:15:00+00:00,469.2,109.3,0.24,22.73,13.88,7.88,598
Ada,16,2024-06-16T21:30:00+00:00,472.7,107.8,0.24,22.76,12.47,7.91,599
Ada,16,2024-06-16T21:45:00+00:00,477.0,116.7,0.24,22.77,17.21,7.94,600
Ada,16,2024-06-16T22:00:00+00:00,468.7,114.3,0.24,22.8,16.3,7.96,601
Ada,16,2024-06-16T22:15:00+00:00,473.6,118.6,0.24,22.88,12.17,8.05,602
Ada,16,2024-06-16T22:30:00+00:00,488.4,114.3,0.25,22.87,12.84,7.97,603
Ada,16,2024-06-16T22:45:00+00:00,493.9,120.8,0.25,22.84,14.46,7.9,604
Ada,16,2024-06-16T23:00:00+00:00,485.4,125.9,0.24,22.8,12.21,8.11,605
Ada,16,2024-06-16T23:15:00+00:00,468.5,125.8,0.23,22.97,13.64,8.1,606
Ada,16,2024-06-16T23:30:00+00:00,472.5,120.1,0.24,22.97,11.45,8.07,607
Ada,16,2024-06-16T23:45:00+00:00,481.2,115.6,0.24,22.91,12.18,7.94,608
Ada,16,2024-06-17T00:00:00+00:00,490.8,115.3,0.25,22.86,11.93,7.95,609
Ada,16,2024-06-17T00:15:00+00:00,484.6,124.2,0.24,22.83,12.28,8.14,610
Ada,16,2024-06-17T00:30:00+00:00,483.7,112.5,0.24,22.93,11.92,8.02,611
Ada,16,2024-06-17T00:45:00+00:00,484.7,119.0,0.24,22.93,12.36,8.04,612
Ada,16,2024-06-17T01:00:00+00:00,480.3,114.4,0.24,22.93,13.07,7.99,613
Ada,16,2024-06-17T01:15:00+00:00,484.4,111.5,0.24,22.88,12.11,7.98,614
Ada,16,2024-06-17T01:30:00+00:00,486.2,108.6,0.24,22.84,13.18,7.9,615
Ada,16,2024-06-17T01:45:00+00:00,483.6,109.0,0.24,22.82,13.04,7.89,616
Ada,16,2024-06-17T02:00:00+00:00,474.6,120.0,0.24,22.88,13.1,7.96,617
Ada,16,2024-06-17T02:15:00+00:00,478.4,87.5,0.24,22.89,13.88,7.93,618
Ada,16,2024-06-17T02:30:00+00:00,474.9,111.3,0.24,22.91,13.47,7.96,619
Ada,16,2024-06-17T02:45:00+00:00,481.6,108.6,0.24,22.85,13.44,7.96,620
Ada,16,2024-06-17T03:00:00+00:00,479.5,115.3,0.24,22.87,13.25,7.98,621
Ada,16,2024-06-17T03:15:00+00:00,478.4,114.6,0.24,22.84,13.45,7.99,622
Ada,16,2024-06-17T03:30:00+00:00,474.6,112.9,0.24,22.81,12.78,8.02,623
Ada,16,2024-06-17T03:45:00+00:00,476.0,110.0,0.24,22.78,13.47,7.95,624
Ada,16,2024-06-17T04:00:00+00:00,473.6,109.7,0.24,22.82,12.9,7.99,625
Ada,16,2024-06-17T04:15:00+00:00,466.5,117.4,0.23,22.84,13.62,8.04,626
Ada,16,2024-06-17T04:30:00+00:00,476.6,111.8,0.24,22.78,13.73,7.98,627
Ada,16,2024-06-17T04:45:00+00:00,473.7,110.2,0.24,22.78,13.27,7.96,628
Ada,16,2024-06-17T05:00:00+00:00,480.3,109.6,0.24,22.76,13.59,7.93,629
Ada,16,2024-06-17T05:15:00+00:00,473.7,107.3,0.24,22.79,13.27,7.92,630
Ada,16,2024-06-17T05:30:00+00:00,475.9,106.1,0.24,22.76,13.25,7.9,631
Ada,16,2024-06-17T05:45:00+00:00,474.2,102.9,0.24,22.79,13.5,7.84,632
Ada,16,2024-06-17T06:00:00+00:00,470.4,109.4,0.24,22.78,13.96,7.89,633
Ada,16,2024-06-17T06:15:00+00:00,469.6,110.0,0.24,22.77,52.1,7.93,634
Ada,16,2024-06-17T06:30:00+00:00,469.3,108.4,0.24,22.83,12.99,7.92,635
Ada,16,2024-06-17T06:45:00+00:00,477.2,103.0,0.24,22.8,12.37,7.84,636
Ada,16,2024-06-17T07:00:00+00:00,476.9,102.5,0.24,22.79,18.23,7.82,637
Ada,16,2024-06-17T07:15:00+00:00,473.2,105.7,0.24,22.79,19.97,7.85,638
Ada,16,2024-06-17T07:30:00+00:00,479.2,104.6,0.24,22.79,12.93,7.81,639
Ada,16,2024-06-17T07:45:00+00:00,475.9,105.1,0.24,22.76,12.79,7.83,640
Ada,16,2024-06-17T08:00:00+00:00,474.9,100.1,0.24,22.78,12.23,7.8,641
Ada,16,2024-06-17T08:15:00+00:00,466.0,93.0,0.23,22.93,12.6,7.74,642
Ada,16,2024-06-17T08:30:00+00:00,476.1,95.0,0.24,22.79,12.51,7.77,643
Ada,16,2024-06-17T08:45:00+00:00,478.0,94.7,0.24,22.82,13.21,7.76,644
Ada,16,2024-06-17T09:00:00+00:00,477.2,90.5,0.24,22.78,12.22,7.74,645
Ada,16,2024-06-17T09:15:00+00:00,475.9,89.9,0.24,22.78,13.39,7.8,646
Ada,16,2024-06-17T09:30:00+00:00,470.2,77.6,0.24,22.8,12.4,7.72,647
Ada,16,2024-06-17T09:45:00+00:00,463.0,81.7,0.23,22.82,12.7,7.76,648
Ada,16,2024-06-17T10:00:00+00:00,456.0,81.5,0.23,22.77,11.99,7.85,649
Ada,16,2024-06-17T10:15:00+00:00,459.2,99.8,0.23,22.71,12.48,8.03,650
Ada,16,2024-06-17T10:30:00+00:00,456.9,94.8,0.23,22.72,12.56,8.04,651
Ada,16,2024-06-17T10:45:00+00:00,462.8,88.9,0.23,22.68,12.55,7.98,652
Ada,16,2024-06-17T11:00:00+00:00,459.0,83.9,0.23,22.66,13.26,7.85,653
Ada,16,2024-06-17T11:15:00+00:00,459.2,98.3,0.23,22.69,12.87,8.06,654
Ada,16,2024-06-17T11:30:00+00:00,459.7,101.9,0.23,22.65,11.82,8.1,655
Ada,16,2024-06-17T11:45:00+00:00,457.3,96.8,0.23,22.61,13.52,7.99,656
Ada,16,2024-06-17T12:00:00+00:00,457.3,96.3,0.23,22.59,13.88,8.02,657
Ada,16,2024-06-17T12:15:00+00:00,460.1,102.5,0.23,22.63,16.27,8.07,658
Ada,16,2024-06-17T12:30:00+00:00,462.4,95.6,0.23,22.56,17.63,7.96,659
Ada,16,2024-06-17T12:45:00+00:00,452.8,95.6,0.23,22.57,18.19,8.05,660
Ada,16,2024-06-17T13:00:00+00:00,459.4,95.8,0.23,22.59,20.17,7.96,661
Ada,16,2024-06-17T13:15:00+00:00,465.0,86.0,0.24,22.51,21.59,7.84,662
Ada,16,2024-06-17T13:30:00+00:00,470.2,82.5,0.24,22.44,23.71,7.77,663
Ada,16,2024-06-17T13:45:00+00:00,471.1,89.7,0.24,22.55,21.78,7.74,664
Ada,16,2024-06-17T14:00:00+00:00,466.2,87.7,0.24,22.5,22.34,7.75,665
Ada,16,2024-06-17T14:15:00+00:00,464.1,81.5,0.23,22.57,37.39,7.8,666
Ada,16,2024-06-17T14:30:00+00:00,461.0,88.9,0.23,22.55,38.85,7.77,667
Ada,16,2024-06-17T14:45:00+00:00,463.6,94.3,0.23,22.55,30.6,7.81,668
Ada,16,2024-06-17T15:00:00+00:00,468.2,84.5,0.24,22.55,29.04,7.77,669
Ada,16,2024-06-17T15:15:00+00:00,472.8,91.5,0.24,22.54,29.52,7.79,670
Ada,16,2024-06-17T15:30:00+00:00,472.3,100.1,0.24,22.59,25.58,7.78,671
